,venue,team1,team2,toss_winner,toss_decision,first_average,second_average
924,5,4,5,5,2,0.7237811006373601,0.6900296503485713
925,9,1,9,9,2,0.7031231753960862,0.7110680700333301
926,2,8,2,2,2,0.8003595683957336,0.5995202759518604
927,3,3,7,7,2,0.7086939957861055,0.7055159958050019
928,5,5,0,5,1,0.702179386223622,0.7120000769400363
929,6,4,6,4,1,0.7031893818579951,0.7110025972119728
930,1,1,9,9,2,0.7037635425467845,0.710434287025901
931,2,2,0,0,2,0.7134198543107152,0.7007368346785247
932,8,7,8,7,1,0.769134175231695,0.6390873340089447
933,3,3,5,5,2,0.7044130702941792,0.7097902693040584
934,2,2,4,4,2,0.7209404483639,0.6929970201327411
935,9,9,6,6,2,0.7035265622366209,0.7106689638836932
936,-1,0,7,7,2,0.7035976309449103,0.7105986023970985
937,1,1,8,8,2,0.8446397812286404,0.5353350726097017
938,3,2,3,2,1,0.7025301812897969,0.7116539498779761
939,9,4,9,9,2,0.7022471119478896,0.7119332790092399
940,1,1,5,5,2,0.7027820897865867,0.7114051829128025
941,8,8,6,8,1,0.7088592062600387,0.7053500022686524
942,4,3,4,4,2,0.7586262455704895,0.651526069725244
943,7,0,7,7,2,0.7023452803945737,0.7118364328323381
944,5,1,5,5,2,0.7682212795973759,0.6401843996644799
945,9,3,9,9,2,0.8632477522880354,0.5047804653209699
946,4,8,4,4,2,0.703054692658077,0.7111357810794342
947,2,2,6,6,2,0.7396384873099373,0.673004389354087
948,8,9,8,9,1,0.7028600079314319,0.7113282007980757
949,5,7,5,5,2,0.7992067002940834,0.6010562787335668
950,-1,0,1,1,2,0.762263492295369,0.6472668447508091
951,3,3,4,4,2,0.7484538111607046,0.663186921281637
952,1,6,1,6,1,0.7021448105364912,0.7120341740651742
953,7,7,2,2,2,0.8,0.6
954,2,2,9,9,2,0.7399400733959437,0.6726727939963124
955,6,6,5,6,1,0.7022471119478896,0.7119332790092399
956,4,9,4,4,2,0.7372964715614567,0.6755693251051487
957,7,7,1,1,2,0.7519382558319229,0.659233539359494
958,8,5,8,5,1,0.7038255960088933,0.7103728108554875
959,-1,8,3,8,1,0.702701259061168,0.7114850247994325
960,-1,7,6,6,2,0.7030313388330883,0.7111588687617946
961,1,8,6,6,2,0.7826010541756486,0.6225235658215387
962,1,8,3,8,1,0.7009315268217042,0.7132285711519096
